title,price,bhk,area_sqft,parking
3 BHK Flat in Sector 19 Dwarka,34500000.0,3.0,2100.0,1.0
3 BHK Independent Builder Floor in Chittaranjan Park,36000000.0,3.0,1200.0,1.0
3 BHK Independent Builder Floor in Chittaranjan Park,40000000.0,3.0,1440.0,1.0
3 BHK Independent Builder Floor in Chittaranjan Park,37500000.0,3.0,1200.0,1.0
3 BHK Flat in Sector 9 Dwarka,29800000.0,3.0,1700.0,
3 BHK Independent House in Sector 26 Rohini,14000000.0,3.0,1200.0,1.0
3 BHK Flat in Sector 11 Dwarka,30700000.0,3.0,1700.0,1.0
4 BHK Independent House in Sukhdev Vihar,270000000.0,4.0,4050.0,
1 BHK Flat in Sector 23B Dwarka,53.5,1.0,435.0,1.0
1 BHK Independent Builder Floor in Govindpuri Extension,35.0,1.0,400.0,1.0
3 BHK Flat in Sector 17 Dwarka,25000000.0,3.0,1600.0,
3 BHK Flat in Sector 8 Rohini,13500000.0,3.0,1000.0,
3 BHK Independent Builder Floor in Garhi,55000000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Garhi,60000000.0,4.0,3600.0,1.0
3 BHK Independent Builder Floor in Chittaranjan Park,47500000.0,3.0,1440.0,1.0
3 BHK Flat in Sector 22 Dwarka,21800000.0,3.0,1800.0,1.0
3 BHK Flat in Sector 19 Dwarka,34500000.0,3.0,1800.0,1.0
2 BHK Flat in Sector 3 Dwarka,19200000.0,2.0,1350.0,
4 BHK Flat in Sector 11 Rohini,38500000.0,4.0,2250.0,1.0
4 BHK Flat in Ashok Vihar,60000000.0,4.0,3450.0,1.0
3 BHK Independent Builder Floor in Pitampura,17000000.0,3.0,900.0,1.0
3 BHK Flat in Sector 7 Dwarka,23000000.0,3.0,1800.0,
2 BHK Flat in Sector 22 Dwarka,21000000.0,2.0,1200.0,
1 BHK Flat in Chhattarpur,30.0,1.0,450.0,1.0
3 BHK Flat in Sector 12 Dwarka,23800000.0,3.0,1700.0,1.0
3 BHK Flat in Sector 9 Dwarka,23400000.0,3.0,1800.0,1.0
1 BHK Flat in Dera Mandi,25.0,1.0,510.0,1.0
3 BHK Flat in Sector 10 Dwarka,29200000.0,3.0,1700.0,1.0
2 BHK Flat in Sector 17 Dwarka,14500000.0,2.0,1000.0,
1 BHK Flat in Neb Sarai,28.0,1.0,500.0,
4 BHK Independent Builder Floor in New Friends Colony,90000000.0,4.0,2550.0,1.0
4 BHK Flat in Sector 11 Dwarka,36500000.0,4.0,2300.0,1.0
3 BHK Flat in Sector 2 Dwarka,26000000.0,3.0,1800.0,1.0
2 BHK Flat in Sector 19 Dwarka,16000000.0,2.0,1500.0,1.0
2 BHK Flat in Sector 9 Rohini,14500000.0,2.0,1000.0,
2 BHK Independent Builder Floor in Govindpuri,34.0,2.0,700.0,
5 BHK Independent Builder Floor in Sector 25 Rohini,12500000.0,5.0,1550.0,
4 BHK Independent Builder Floor in Nilothi,75.0,4.0,2145.0,1.0
3 BHK Independent Builder Floor in Chittaranjan Park,55000000.0,3.0,2250.0,1.0
3 BHK Independent Builder Floor in Chhattarpur,75.0,3.0,1256.0,
2 BHK Independent Builder Floor in Lajpat Nagar,14000000.0,2.0,900.0,1.0
3 BHK Independent Builder Floor in Pitampura,10500000.0,3.0,1000.0,
3 BHK Flat in Sector 23 Dwarka,26500000.0,3.0,1700.0,1.0
3 BHK Flat in Sector 4 Dwarka,27000000.0,3.0,1700.0,
2 BHK Independent Builder Floor in Vasant Kunj,95.0,2.0,900.0,1.0
4 BHK Flat in Vasant Kunj,45000000.0,4.0,2400.0,
4 BHK Independent Builder Floor in Janakpuri,47500000.0,4.0,2025.0,1.0
4 BHK Independent Builder Floor in Janakpuri,67500000.0,4.0,3150.0,1.0
3 BHK Independent Builder Floor in East Of Kailash,26000000.0,3.0,1600.0,1.0
3 BHK Independent Builder Floor in Hauz Khas,122500000.0,3.0,2700.0,1.0
3.5 BHK Flat in Sector 11 Dwarka,30500000.0,5.0,1800.0,
3 BHK Independent Builder Floor in Sector 23 Rohini,75.0,3.0,850.0,1.0
3 BHK Independent Builder Floor in Sector 21 Rohini,11500000.0,3.0,1100.0,1.0
3 BHK Independent Builder Floor in Sector 7 Rohini,98.0,3.0,700.0,1.0
4 BHK Independent Builder Floor in Sector 7 Rohini,17500000.0,4.0,1100.0,
4 BHK Independent Builder Floor in Sector 24 Rohini,13100000.0,4.0,1485.0,1.0
2 BHK Independent Builder Floor in Lajpat Nagar,15800000.0,2.0,1000.0,1.0
4 BHK Independent Builder Floor in Vasant Vihar,180000000.0,4.0,3600.0,1.0
4 BHK Independent Builder Floor in Sector 11 Rohini,25000000.0,4.0,1600.0,1.0
3 BHK Independent Builder Floor in Pitampura,65.0,3.0,675.0,
3 BHK Flat in Sector 9 Dwarka,22100000.0,3.0,1500.0,1.0
4 BHK Independent Builder Floor in Chittaranjan Park,66000000.0,4.0,2475.0,1.0
Agricultural Land in Ghumanhera,46500000.0,,,
4 BHK Independent Builder Floor in Vivek Vihar,45000000.0,4.0,2228.0,1.0
4 BHK Flat in Sector 10 Dwarka,32000000.0,4.0,2000.0,
4 BHK Independent Builder Floor in Greater Kailash,280000000.0,4.0,9000.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,61.0,3.0,900.0,1.0
2 BHK Flat in Sector 17 Dwarka,14400000.0,2.0,1000.0,1.0
3 BHK Independent Builder Floor in Sector 11 Rohini,18000000.0,3.0,1100.0,1.0
3 BHK Independent Builder Floor in Saket,51000000.0,3.0,2250.0,1.0
3 BHK Independent Builder Floor in Vikaspuri,21500000.0,3.0,1125.0,1.0
4 BHK Independent Builder Floor in Gulmohar Park,135000000.0,4.0,2700.0,1.0
3 BHK Independent Builder Floor in Nilothi,47.0,3.0,2021.0,1.0
4 BHK Independent Builder Floor in Vasant Vihar,150000000.0,4.0,3900.0,1.0
6 BHK Flat in Vasant Kunj,60000000.0,6.0,4500.0,
4 BHK Flat in Sector 11 Dwarka,35100000.0,4.0,2052.0,1.0
3 BHK Independent Builder Floor in Janakpuri,37000000.0,3.0,1350.0,1.0
4 BHK Flat in Sector 11 Dwarka,32500000.0,4.0,2400.0,1.0
3 BHK Flat in Sector 11 Dwarka,30700000.0,3.0,1700.0,1.0
3.5 BHK Flat in Sector 11 Dwarka,34500000.0,5.0,1800.0,1.0
4 BHK Independent Builder Floor in Hauz Khas,90000000.0,4.0,2430.0,
3 BHK Flat in Sector 24 Rohini,11500000.0,3.0,1180.0,1.0
3 BHK Flat in Sector 2 Dwarka,23800000.0,3.0,1700.0,
3 BHK Flat in Sector 9 Dwarka,27500000.0,3.0,1900.0,
3 BHK Independent Builder Floor in Malviya Nagar,21000000.0,3.0,1125.0,1.0
3 BHK Flat in Sector 7 Dwarka,25400000.0,3.0,1700.0,1.0
3 BHK Flat in Alaknanda,32100000.0,3.0,1620.0,1.0
2 BHK Flat in Sector 9 Rohini,13500000.0,2.0,800.0,
4 BHK Duplex in Sector 8 Rohini,35000000.0,4.0,2000.0,1.0
Residential Plot in Rohini Sector 28,12500000.0,,60.0,
3 BHK Independent Builder Floor in Kirti Nagar,33000000.0,3.0,1800.0,1.0
5 BHK Independent Builder Floor in Sector 25 Rohini,12900000.0,5.0,1501.0,
4 BHK Independent Builder Floor in Sector 26 Rohini,17500000.0,4.0,1505.0,
3 BHK Independent Builder Floor in Sector 25 Rohini,75.0,3.0,750.0,
3 BHK Independent Builder Floor in Patel Nagar,25000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Lajpat Nagar,13000000.0,3.0,900.0,1.0
4 BHK Independent Builder Floor in Sector 8 Dwarka,27500000.0,4.0,2500.0,
3 BHK Flat in Sector 4 Dwarka,26000000.0,3.0,1600.0,1.0
3 BHK Independent Builder Floor in Defence Colony,82500000.0,3.0,1953.0,1.0
3 BHK Flat in Chhattarpur,100.0,3.0,1400.0,1.0
3 BHK Independent Builder Floor in Panchsheel Enclave,85000000.0,3.0,2500.0,1.0
5 BHK Independent Builder Floor in Sector 8 Rohini,22500000.0,5.0,1650.0,1.0
4 BHK Independent Builder Floor in Sector 4 Rohini,11000000.0,4.0,1200.0,1.0
3 BHK Independent Builder Floor in Sector 4 Rohini,85.0,3.0,900.0,1.0
4 BHK Independent Builder Floor in Lajpat Nagar,104900000.0,4.0,2700.0,1.0
2 BHK Flat in Sector 6 Dwarka,19200000.0,2.0,1350.0,1.0
3 BHK Flat in Sector 19 Dwarka,34000000.0,3.0,1850.0,
2 BHK Flat in Sector 18 Rohini,12000000.0,2.0,1080.0,
3 BHK Independent Builder Floor in Mansarover Garden,35000000.0,3.0,1800.0,1.0
2 BHK Flat in Sector 6 Dwarka,19200000.0,2.0,1350.0,1.0
2 BHK Flat in Deenpur,35.0,2.0,600.0,1.0
2 BHK Flat in Deenpur,35.0,2.0,600.0,1.0
3 BHK Independent Builder Floor in Lajpat Nagar,54000000.0,3.0,1800.0,1.0
2 BHK Flat in Sultanpur,65.0,2.0,750.0,1.0
3 BHK Independent Builder Floor in Saket,65000000.0,3.0,2000.0,1.0
4 BHK Independent Builder Floor in Saket,70000000.0,4.0,2300.0,1.0
3 BHK Flat in Vasant Kunj,28000000.0,3.0,1500.0,
4 BHK Flat in Vasant Kunj,27000000.0,4.0,1400.0,
3 BHK Flat in Vasant Kunj,40000000.0,3.0,1600.0,
4 BHK Flat in Vasant Kunj,55000000.0,4.0,2200.0,
3 BHK Flat in Vasant Kunj,36000000.0,3.0,1600.0,
4 BHK Independent Builder Floor in Sector 23 Rohini,33100000.0,4.0,2480.0,
4 BHK Flat in Sector 11 Dwarka,32500000.0,4.0,2690.0,
4 BHK Independent Builder Floor in South Extension II,125000000.0,4.0,2500.0,1.0
3 BHK Independent Builder Floor in Greater Kailash,80000000.0,3.0,2250.0,1.0
4 BHK Independent Builder Floor in Vasant Kunj,35000000.0,4.0,2160.0,1.0
1 BHK Flat in Neb Sarai,31.0,1.0,500.0,1.0
1 BHK Flat in Neb Sarai,32.0,1.0,500.0,1.0
1 BHK Flat in Neb Sarai,31.0,1.0,500.0,1.0
4 BHK Flat in Sector 17 Dwarka,45000000.0,4.0,1900.0,1.0
3 BHK Independent Builder Floor in Vikaspuri,15500000.0,3.0,1125.0,1.0
3 BHK Flat in Sector 9 Rohini,30000000.0,3.0,1450.0,
3 BHK Independent Builder Floor in Sector 22 Rohini,11500000.0,3.0,1250.0,
2 BHK Flat in Sector 9 Rohini,13500000.0,2.0,850.0,
2 BHK Flat in Chhattarpur,55.0,2.0,751.0,1.0
4 BHK Independent Builder Floor in Rajouri Garden,40000000.0,4.0,2430.0,1.0
6 BHK Flat in Timarpur,170000000.0,6.0,10000.0,1.0
1 BHK Independent Builder Floor in Paschim Vihar,35.0,1.0,300.0,
2.5 BHK Flat in Karampura,52500000.0,5.0,2645.0,
3 BHK Independent Builder Floor in Pitampura,17000000.0,3.0,960.0,1.0
3 BHK Independent Builder Floor in Safdarjung Enclave,62500000.0,3.0,1450.0,1.0
4 BHK Independent Builder Floor in Sector 4 Rohini,23000000.0,4.0,1500.0,1.0
4 BHK Independent House in Vishnu Garden,60000000.0,4.0,2700.0,1.0
3 BHK Independent Builder Floor in Rajouri Garden,14500000.0,3.0,1080.0,1.0
3 BHK Independent Builder Floor in Rajouri Garden,13500000.0,3.0,1080.0,1.0
3 BHK Flat in Sultanpur,98.0,3.0,1350.0,
3 BHK Flat in Karampura,35000000.0,3.0,1609.0,1.0
3 BHK Flat in Karampura,30000000.0,3.0,1400.0,1.0
4 BHK Independent Builder Floor in Chhattarpur,15200000.0,4.0,2250.0,1.0
4 BHK Independent Builder Floor in Chhattarpur,15100000.0,4.0,2250.0,1.0
3 BHK Flat in Rajpur,94.61,3.0,1300.0,1.0
3 BHK Flat in Rajpur,92.75,3.0,1300.0,1.0
3 BHK Independent Builder Floor in Rajpur,80.0,3.0,1200.0,1.0
4 BHK Independent Builder Floor in New Friends Colony,120000000.0,4.0,4500.0,1.0
2 BHK Flat in R.K. Puram,21500000.0,2.0,1200.0,1.0
3 BHK Independent Builder Floor in Greater Kailash I,120000000.0,3.0,2160.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,90000000.0,4.0,2160.0,1.0
3 BHK Flat in Vikaspuri,15000000.0,3.0,1220.0,1.0
3 BHK Flat in Vikaspuri,12500000.0,3.0,1100.0,1.0
Residential Plot in Sector 35 Rohini,45.0,,32.0,
3 BHK Independent Builder Floor in Vasant Kunj,19000000.0,3.0,1530.0,1.0
4 BHK Independent Builder Floor in Janakpuri,50000000.0,4.0,2025.0,
4 BHK Independent Builder Floor in South Extension II,130000000.0,4.0,3500.0,1.0
4 BHK Independent Builder Floor in Soami Nagar,120000000.0,4.0,3500.0,1.0
4 BHK Independent Builder Floor in Anand Lok,280000000.0,4.0,3800.0,1.0
3 BHK Independent Builder Floor in Green Park,62500000.0,3.0,1450.0,1.0
3 BHK Independent Builder Floor in Safdarjung Enclave,72500000.0,3.0,1450.0,1.0
3 BHK Independent Builder Floor in Safdarjung Enclave,55000000.0,3.0,1350.0,1.0
4 BHK Independent Builder Floor in Chittaranjan Park,85000000.0,4.0,2250.0,1.0
3 BHK Independent House in Dwarka Mor,60.0,3.0,460.0,1.0
2 BHK Independent House in Shastri Nagar,18000000.0,2.0,396.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,28000000.0,3.0,1700.0,1.0
5 BHK Independent House in New Friends Colony,265000000.0,5.0,4400.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,82500000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,129500000.0,4.0,4500.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,110000000.0,4.0,4500.0,
5 BHK Duplex in Sector 6 Dwarka,54500000.0,5.0,3600.0,1.0
3 BHK Independent Builder Floor in Sector 11 Rohini,18500000.0,3.0,1050.0,
4 BHK Independent Builder Floor in Greater Kailash I,110000000.0,4.0,2790.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,160000000.0,4.0,4860.0,1.0
3 BHK Independent Builder Floor in Greater Kailash I,52500000.0,3.0,1872.0,1.0
3 BHK Independent Builder Floor in Sector 11 Rohini,23500000.0,3.0,1280.0,1.0
3 BHK Flat in Sector 12 Dwarka,22500000.0,3.0,1700.0,
4 BHK Independent Builder Floor in Chhattarpur,15500000.0,4.0,2250.0,1.0
4 BHK Independent Builder Floor in Chhattarpur,15000000.0,4.0,2250.0,1.0
4 BHK Independent Builder Floor in Chhattarpur,16000000.0,4.0,2250.0,1.0
3 BHK Flat in Chhattarpur,92.0,3.0,1300.0,1.0
4 BHK Independent Builder Floor in Chhattarpur,15200000.0,4.0,2250.0,1.0
4 BHK Independent Builder Floor in Chhattarpur,15000000.0,4.0,2250.0,1.0
3 BHK Flat in Sector 4 Dwarka,33500000.0,3.0,1700.0,
5 BHK Flat in Sector 11 Dwarka,33000000.0,5.0,2800.0,
3 BHK Flat in Rajpur,92.99,3.0,1300.0,1.0
3 BHK Flat in Rajpur,94.5,3.0,1300.0,1.0
3 BHK Flat in Rajpur,94.11,3.0,1300.0,1.0
Residential Plot in Rohini Sector 28,13500000.0,,60.0,
3 BHK Independent Builder Floor in Sarvodaya Enclave,56500000.0,3.0,1980.0,1.0
3 BHK Independent Builder Floor in Saket,55000000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Navjeevan Vihar,81000000.0,4.0,2700.0,1.0
3 BHK Independent Builder Floor in Sarvodaya Enclave,71000000.0,3.0,1980.0,1.0
4 BHK Independent Builder Floor in Najafgarh,80.0,4.0,4200.0,1.0
3 BHK Independent Builder Floor in Greater Kailash,140000000.0,3.0,4500.0,1.0
4 BHK Independent Builder Floor in Safdarjung Enclave,90000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Safdarjung Enclave,90000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Greater Kailash,300000000.0,4.0,9000.0,1.0
4 BHK Independent Builder Floor in Hauz Khas,115000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Safdarjung Enclave,120000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Safdarjung Enclave,110000000.0,4.0,2700.0,1.0
4 BHK Flat in Satbari,13000000.0,4.0,1900.0,1.0
4 BHK Flat in Satbari,13000000.0,4.0,1900.0,1.0
2 BHK Flat in Satbari,50.0,2.0,900.0,1.0
4 BHK Flat in Satbari,13000000.0,4.0,1900.0,1.0
4 BHK Flat in Satbari,13000000.0,4.0,1900.0,1.0
4 BHK Flat in Satbari,14500000.0,4.0,1900.0,1.0
4 BHK Flat in Satbari,14500000.0,4.0,1900.0,1.0
1 BHK Flat in Bijwasan,30.0,1.0,500.0,1.0
4 BHK Independent Builder Floor in Kailash Colony,200000000.0,4.0,9000.0,1.0
4 BHK Independent Builder Floor in New Friends Colony,100000000.0,4.0,4824.0,1.0
4 BHK Independent Builder Floor in New Friends Colony,100000000.0,4.0,4824.0,1.0
4 BHK Independent Builder Floor in New Friends Colony,120000000.0,4.0,4824.0,1.0
3 BHK Independent Builder Floor in Sector 26 Rohini,12300000.0,3.0,950.0,
3 BHK Independent Builder Floor in Punjabi Bagh,36000000.0,3.0,1980.0,
4 BHK Independent Builder Floor in Kailash Colony,120000000.0,4.0,3285.0,1.0
3 BHK Independent Builder Floor in Greater Kailash,75000000.0,3.0,1953.0,1.0
4 BHK Independent Builder Floor in Kailash Colony,85000000.0,4.0,3258.0,1.0
4 BHK Independent Builder Floor in Kailash Colony,200000000.0,4.0,9000.0,1.0
4 BHK Independent Builder Floor in Kailash Colony,140000000.0,4.0,4500.0,1.0
4 BHK Independent Builder Floor in Kailash Colony,85000000.0,4.0,3285.0,1.0
4 BHK Independent Builder Floor in Kailash Colony,110000000.0,4.0,3258.0,1.0
3 BHK Independent Builder Floor in South Extension I,45000000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Navjeevan Vihar,85000000.0,4.0,2700.0,1.0
3 BHK Independent Builder Floor in Govindpuri Extension,80.0,3.0,900.0,1.0
3 BHK Independent Builder Floor in Govindpuri Extension,86.0,3.0,1000.0,1.0
4 BHK Independent Builder Floor in Vasant Kunj,45000000.0,4.0,4518.0,1.0
3 BHK Independent Builder Floor in Model Town,32000000.0,3.0,1440.0,
4 BHK Flat in Vasant Kunj,45000000.0,4.0,2000.0,
3 BHK Independent Builder Floor in Sector 23 Rohini,11000000.0,3.0,950.0,1.0
4 BHK Independent Builder Floor in Sector 23 Rohini,24000000.0,4.0,2350.0,1.0
2 BHK Flat in Rajpur,50.0,2.0,855.0,1.0
2 BHK Flat in Rajpur,50.0,2.0,855.0,1.0
3 BHK Independent Builder Floor in Pitampura,95.0,3.0,1000.0,1.0
3 BHK Independent Builder Floor in Janakpuri,35000000.0,3.0,1350.0,1.0
4 BHK Independent Builder Floor in Safdarjung Enclave,110000000.0,4.0,4500.0,
3 BHK Flat in Sector 22 Dwarka,24500000.0,3.0,1800.0,1.0
2 BHK Flat in Rajpur,50.0,2.0,900.0,1.0
4 BHK Independent Builder Floor in Greater Kailash,80000000.0,4.0,2100.0,1.0
3.5 BHK Flat in Vasant Kunj,90000000.0,5.0,2200.0,1.0
4 BHK Independent Builder Floor in West End,350000000.0,4.0,4000.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,40000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,38000000.0,3.0,1800.0,
3 BHK Independent Builder Floor in Paschim Vihar,37500000.0,3.0,1800.0,
4 BHK Independent Builder Floor in Paschim Vihar,50000000.0,4.0,2700.0,
4 BHK Independent Builder Floor in Anand Niketan,90000000.0,4.0,2400.0,1.0
4 BHK Independent Builder Floor in East Of Kailash,55000000.0,4.0,3600.0,
3 BHK Independent Builder Floor in Sector 8 Rohini,24000000.0,3.0,1200.0,1.0
4 BHK Independent Builder Floor in Sector 17 Dwarka,46200000.0,4.0,2250.0,1.0
4 BHK Independent Builder Floor in Green Park,140000000.0,4.0,4050.0,1.0
4 BHK Independent Builder Floor in Gulmohar Park,200000000.0,4.0,4500.0,1.0
4 BHK Independent Builder Floor in Gulmohar Park,160000000.0,4.0,4500.0,1.0
4 BHK Independent Builder Floor in Green Park,120000000.0,4.0,4050.0,1.0
4 BHK Independent Builder Floor in Gulmohar Park,140000000.0,4.0,4500.0,1.0
4 BHK Independent Builder Floor in Gulmohar Park,140000000.0,4.0,4500.0,1.0
4 BHK Independent Builder Floor in Punjabi Bagh,55000000.0,4.0,2500.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,115000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,110000000.0,4.0,2700.0,1.0
3 BHK Duplex in Vishnu Garden,12500000.0,3.0,850.0,1.0
Residential Plot in Sector 30 Rohini,58.0,,32.0,
2 BHK Flat in Munirka,19500000.0,2.0,1100.0,1.0
2 BHK Flat in Munirka,18400000.0,2.0,1200.0,1.0
2 BHK Flat in Munirka,18600000.0,2.0,1100.0,1.0
2 BHK Independent Builder Floor in Lajpat Nagar,26500000.0,2.0,900.0,1.0
3 BHK Independent Builder Floor in Punjabi Bagh,42500000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Defence Colony,120000000.0,3.0,2700.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,105000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Rohini Sector 28,16800000.0,4.0,1400.0,1.0
3 BHK Independent Builder Floor in Sector 17 Rohini,16500000.0,3.0,1200.0,1.0
3 BHK Independent Builder Floor in Greater Kailash I,55500000.0,3.0,1450.0,1.0
3 BHK Independent Builder Floor in Surajmal Vihar,39500000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Surajmal Vihar,50000000.0,4.0,1960.0,1.0
3 BHK Flat in Ashok Vihar,10000000.0,3.0,1001.0,
3 BHK Independent Builder Floor in Pitampura,17000000.0,3.0,960.0,1.0
2 BHK Independent Builder Floor in Govindpuri,36.0,2.0,650.0,1.0
3 BHK Independent Builder Floor in Garhi,57500000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Garhi,67500000.0,3.0,1800.0,1.0
4 BHK Flat in Sector 19 Dwarka,33900000.0,4.0,2000.0,1.0
3 BHK Independent Builder Floor in Greater Kailash I,54500000.0,3.0,1872.0,
4 BHK Independent Builder Floor in Greater Kailash I,86000000.0,4.0,2700.0,
3 BHK Independent Builder Floor in Chittaranjan Park,28000000.0,3.0,1125.0,1.0
4 BHK Flat in Satbari,13000000.0,4.0,1900.0,1.0
4 BHK Independent Builder Floor in Garhi,103500000.0,4.0,2700.0,1.0
2 BHK Flat in Najafgarh,35.0,2.0,600.0,1.0
3 BHK Independent Builder Floor in Chittaranjan Park,65000000.0,3.0,1890.0,1.0
4 BHK Independent Builder Floor in Defence Colony,110000000.0,4.0,2475.0,1.0
3 BHK Independent Builder Floor in Garhi,40000000.0,3.0,1125.0,1.0
3 BHK Independent Builder Floor in Garhi,37500000.0,3.0,1125.0,1.0
3 BHK Independent Builder Floor in Garhi,37500000.0,3.0,1125.0,1.0
3 BHK Independent Builder Floor in Chittaranjan Park,55000000.0,3.0,1890.0,1.0
4 BHK Independent Builder Floor in Defence Colony,110000000.0,4.0,2475.0,1.0
4 BHK Independent Builder Floor in Defence Colony,140000000.0,4.0,2475.0,1.0
3 BHK Independent Builder Floor in Nilothi,46.0,3.0,1920.0,1.0
3 BHK Flat in Vasant Kunj,47500000.0,3.0,2000.0,
3 BHK Flat in Palam,24500000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Greater Kailash,33000000.0,3.0,1125.0,
3 BHK Independent Builder Floor in Ashok Vihar,17500000.0,3.0,1200.0,1.0
4 BHK Flat in Vasant Kunj,55000000.0,4.0,2400.0,
4 BHK Independent Builder Floor in Jasola,59000000.0,4.0,2700.0,1.0
3 BHK Flat in Sector 7 Dwarka,23200000.0,3.0,1700.0,1.0
3 BHK Flat in Karol Bagh,42500000.0,3.0,1775.0,1.0
4 BHK Flat in Chhattarpur,14500000.0,4.0,1900.0,1.0
2.5 BHK Flat in Saket,26500000.0,5.0,1500.0,1.0
2 BHK Flat in Vasant Kunj,28000000.0,2.0,1200.0,
3 BHK Independent Builder Floor in Naraina,26000000.0,3.0,1125.0,1.0
3 BHK Independent Builder Floor in Mahavir Enclave,55.0,3.0,1050.0,1.0
2 BHK Independent Builder Floor in Mahavir Enclave,35.0,2.0,750.0,1.0
3 BHK Flat in Satbari,90.0,3.0,1350.0,
3 BHK Flat in Satbari,90.0,3.0,1350.0,
3 BHK Flat in Satbari,90.0,3.0,1350.0,
4 BHK Flat in Satbari,14000000.0,4.0,1900.0,
3 BHK Independent Builder Floor in Sector 25 Rohini,10800000.0,3.0,1005.0,
3 BHK Independent Builder Floor in Sector 20 Rohini,86.0,3.0,1250.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,11500000.0,3.0,990.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,80.0,3.0,845.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,79.0,3.0,840.0,1.0
3 BHK Independent Builder Floor in Jangpura,55000000.0,3.0,1600.0,1.0
4 BHK Independent Builder Floor in South Extension II,140000000.0,4.0,2500.0,1.0
3 BHK Flat in Satbari,90.0,3.0,1350.0,
3 BHK Flat in Satbari,90.0,3.0,1350.0,
3 BHK Flat in Satbari,90.0,3.0,1350.0,1.0
3 BHK Flat in Satbari,90.0,3.0,1350.0,1.0
3 BHK Flat in Satbari,90.0,3.0,1350.0,
2 BHK Independent Builder Floor in Sector 25 Rohini,61.0,2.0,780.0,1.0
4 BHK Flat in Satbari,14500000.0,4.0,1900.0,
4 BHK Flat in Satbari,14000000.0,4.0,1900.0,
4 BHK Flat in Satbari,14000000.0,4.0,1800.0,
2 BHK Independent Builder Floor in Tagore Garden Extension,13500000.0,2.0,720.0,1.0
Residential Plot in Tagore Garden Extension,26000000.0,,720.0,
3 BHK Independent Builder Floor in Tagore Garden Extension,40000000.0,3.0,1800.0,1.0
Residential Plot in Tagore Garden Extension,40000000.0,,720.0,
5 BHK Flat in Mahavir Enclave,42000000.0,5.0,3000.0,1.0
1.5 BHK Independent House in Dwarka Mor,55.0,5.0,450.0,1.0
1.5 BHK Independent House in Dwarka Mor,40.0,5.0,360.0,1.0
3 BHK Independent House in Dwarka Mor,10500000.0,3.0,648.0,1.0
2 BHK Independent House in Dwarka Mor,68.0,2.0,504.0,1.0
2 BHK Flat in Nawada,36.54,2.0,600.0,1.0
4 BHK Flat in Dwarka Mor,85.0,4.0,1200.0,1.0
2 BHK Flat in Dwarka Mor,32.0,2.0,600.0,1.0
2 BHK Flat in Dwarka Mor,38.0,2.0,600.0,1.0
1 BHK Flat in Dwarka Mor,24.0,1.0,400.0,1.0
2 BHK Flat in Razapur Khurd,33.0,2.0,600.0,1.0
1 BHK Flat in Razapur Khurd,20.0,1.0,400.0,1.0
8 BHK Independent House in Dwarka Mor,16500000.0,8.0,2700.0,1.0
5 BHK Flat in Ashok Vihar,85000000.0,5.0,8100.0,1.0
3 BHK Independent Builder Floor in Bali Nagar,27400000.000000004,3.0,1350.0,1.0
3 BHK Flat in Sector 18 Dwarka,29900000.000000004,3.0,1600.0,
3 BHK Independent Builder Floor in Sarvodaya Enclave,65000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,13000000.0,3.0,1100.0,1.0
2 BHK Flat in Sector 19 Dwarka,16000000.0,2.0,1200.0,
2 BHK Independent Builder Floor in Mukherjee Nagar,72.0,2.0,720.0,1.0
3 BHK Independent Builder Floor in Malviya Nagar,46000000.0,3.0,1728.0,
Residential Plot in Ashok Vihar,280000000.0,,4500.0,
