Name,Price,Square,Super Area,Status,Bathroom,Floor,Overlooking,Facing,Car Parking,Balcony,Society,Ownership,Transaction
"2 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1 Cr ,"₹8,292 per sqft ",1206 sqft,Ready to Move,2,4 out of 17,,,,2,Hiland Park,,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1 Cr ,"₹5,714 per sqft ",1750 sqft,Ready to Move,2,1 out of 12,,,,2,Shrachi Greenwood Elements,,Resale
"3 BHK Flat  for Sale in  Behala, Kolkata",₹43.7 Lac ,"₹3,800 per sqft ",1150 sqft,Ready to Move,2,9 out of 9,,,,1,Surya Heights,,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹40 Lac ,"₹4,624 per sqft ",650 sqft,Ready to Move,2,4 out of 5,"Main Road, Garden/Park, Pool",North - East,,1,Magnolia Prestige,Freehold,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹54 Lac ,"₹5,320 per sqft ",850 sqft,Ready to Move,2,7 out of 14,"Garden/Park, Main Road",,,1,Genexx Valley,Co-operative Society,Resale
"3 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹1.35 Cr ,"₹8,923 per sqft ",1513 sqft,Ready to Move,2,18 out of 19,,,,,Dhoot Pratham,,Resale
"3 BHK Flat  for Sale in  Alipore, Kolkata",₹2 Cr ,"₹11,947 per sqft ",1200 sqft,Ready to Move,3,4 out of 9,,,,1,Daffodil Divine Bliss,,Resale
"3 BHK Flat  for Sale in  Patuli, Kolkata",₹91 Lac ,"₹7,699 per sqft ",1182 sqft,Ready to Move,2,4 out of 4,"Garden/Park, Pool, Main Road",East,,1,Vinayak Cosmopolis,Freehold,Resale
"4 BHK Flat  for Sale in  Phool Bagan Kankurgachi, Kolkata",₹4 Cr ,"₹17,182 per sqft ",2328 sqft,Ready to Move,3,9 out of 13,,,,,PS  Jiva Homes,,Resale
"3 BHK Flat  for Sale in  Anandapur, Kolkata",₹4.25 Cr ,"₹16,667 per sqft ",1540 sqft,,3,6 out of 45,,,,1,Urbana,,Resale
"2 BHK Flat  for Sale in  Chinar Park, Rajarhat, Kolkata",₹46 Lac ,,800 sqft,Ready to Move,2,1 out of 5,Main Road,,1 Covered,1,Nandi Enclave,Freehold,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.90 Cr ,"₹12,048 per sqft ",1577 sqft,Ready to Move,2,4 out of 23,,,,2,Mani Casa,,Resale
"2 BHK Flat  for Sale in  Kamalgazi, Narendrapur, Kolkata",₹65 Lac ,"₹6,612 per sqft ",983 sqft,Ready to Move,2,4 out of 4,"Pool, Garden/Park, Main Road",,,1,Sugam Serenity,,Resale
"2 BHK Flat  for Sale in  Behala Chowrasta, Kolkata",₹50 Lac ,"₹5,435 per sqft ",920 sqft,Ready to Move,2,3 out of 16,,,,,Srijan Greenfield City,,Resale
"4 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹4.50 Cr ,"₹15,000 per sqft ",2500 sqft,Ready to Move,4,18 out of 20,"Garden/Park, Main Road",North,2 Covered,2,WB Avidipta,,Resale
"4 BHK Flat  for Sale in  New Town, Kolkata",₹3.10 Cr ,"₹15,369 per sqft ",1512 sqft,,3,19 out of 19,"Pool, Garden/Park, Main Road",North - East,1 Covered,2,Srijan Town Square,Freehold,Resale
"2 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹45 Lac ,"₹5,119 per sqft ",879 sqft,Ready to Move,2,3 out of 6,Pool,South - East,1 Covered,1,Skyline Imperia,Freehold,Resale
"3 BHK Flat  for Sale in  Barasat, Kolkata",₹57 Lac ,"₹4,750 per sqft ",1200 sqft,Ready to Move,2,2 out of 5,,,,,Fortune Township,,Resale
"2 BHK Flat  for Sale in  Barrackpore, Kolkata",₹27 Lac ,"₹3,392 per sqft ",796 sqft,Ready to Move,2,6 out of 7,Main Road,South -West,,1,Magnolia Sports City,Freehold,Resale
"3 BHK Flat  for Sale in  Sector 5 Salt Lake City, Kolkata",₹2.15 Cr ,"₹14,478 per sqft ",1485 sqft,Ready to Move,2,6 out of 25,,,,1,Ideal Aquaview,,Resale
"2 BHK Flat  for Sale in  Dunlop, Dakshineswar, Belgharia Expressway, Kolkata",₹65 Lac ,"₹6,842 per sqft ",950 sqft,Ready to Move,2,3 out of 5,,,,1,Dunlop Residency,,Resale
"3 BHK Flat  for Sale in  Rajarhat Main Road, Kolkata",₹1.20 Cr ,"₹7,895 per sqft ",1200 sqft,Ready to Move,2,2 out of 8,,South,,1,Salarpuria Silver Oak Estate,Freehold,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹53 Lac ,"₹5,638 per sqft ",705 sqft,Ready to Move,2,9 out of 12,"Garden/Park, Main Road",South - East,,1,DTC Southern Heights,Freehold,New Property
"4 BHK Flat  for Sale in  Mahish Bathan, Kolkata",₹4.30 Cr ,"₹22,085 per sqft ",1947 sqft,Ready to Move,4,16 out of 26,,,,,Merlin The Fourth,,Resale
"2 BHK Flat  for Sale in  Rajarhat Main Road, Kolkata",₹32 Lac ,"₹3,657 per sqft ",875 sqft,Ready to Move,2,4 out of 5,"Garden/Park, Pool, Main Road",South - East,,2,Magnolia Vardaan,Freehold,Resale
"3 BHK Flat  for Sale in  Thakurpukur, Kolkata",₹51 Lac ,"₹3,672 per sqft ",1389 sqft,Ready to Move,2,2 out of 4,Garden/Park,East,,2,Bengal Greenfield Oasis,Freehold,Resale
"3 BHK Flat  for Sale in  Tollygunge, Kolkata",₹1.10 Cr ,"₹7,458 per sqft ",1475 sqft,,2,11 out of 12,,,,,Mani Shankhmani,,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.25 Cr ,"₹7,366 per sqft ",1697 sqft,Ready to Move,2,15 out of 27,,,,,Garden Vista,,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.50 Cr ,"₹8,333 per sqft ",1800 sqft,Ready to Move,3,15 out of 22,"Garden/Park, Main Road",North - East,,2,DLF New Town Heights,Freehold,
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹31.1 Lac ,"₹4,362 per sqft ",712 sqft,Ready to Move,2,11 out of 14,Main Road,South -West,1 Covered,1,Hiland Greens,Freehold,Resale
"3 BHK Flat  for Sale in  Mukundapur, Kolkata",₹3 Cr ,"₹13,999 per sqft ",2143 sqft,,2,27 out of 34,,,,,Utalika Luxury Phase 5,,Resale
"2 BHK Flat  for Sale in  Bishnupur Rajarhat, Kolkata",₹53 Lac ,"₹5,343 per sqft ",992 sqft,Ready to Move,2,8 out of 11,Garden/Park,,,1,Magnolia Oxygen,Freehold,Resale
"2 BHK Flat  for Sale in  Bally, Kolkata",₹25 Lac ,"₹3,333 per sqft ",720 sqft,,1,Ground out of 4,Main Road,North - East,,1,BG Bally Imperia,Co-operative Society,New Property
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹44.8 Lac ,"₹4,994 per sqft ",897 sqft,Ready to Move,2,8 out of 12,,,,1,Magnolia Oxygen,,Resale
"2 BHK Flat  for Sale in  Agarpara, Kolkata",₹75 Lac ,"₹7,426 per sqft ",696 sqft,Ready to Move,2,2 out of 21,"Pool, Garden/Park, Main Road",South - East,,1,Oswal Orchard 126,Freehold,Resale
"2 BHK Flat  for Sale in  Mahatma Gandhi Road, Kolkata",₹40 Lac ,"₹4,264 per sqft ",938 sqft,Ready to Move,2,2 out of 4,,,,1,Eden Tolly Signature Phase 1,,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.10 Cr ,"₹6,587 per sqft ",1670 sqft,Ready to Move,3,6 out of 11,,,,1,Swan Court,,Resale
"3 BHK Flat  for Sale in  Tangra, Kolkata",₹1.35 Cr ,"₹8,676 per sqft ",1556 sqft,Ready to Move,3,1 out of 10,,,,1,PS  Palm Spring,,Resale
"4 BHK Flat  for Sale in  Action Area 1, Kolkata",₹4.25 Cr ,"₹14,031 per sqft ",3029 sqft,Ready to Move,5,7 out of 22,"Pool, Main Road",North - West,2 Covered,3,Anik One Rajarhat,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.51 Cr ,"₹11,843 per sqft ",1275 sqft,Ready to Move,2,8 out of 13,,,,2,Siddha Galaxia Phase I,,Resale
"4 BHK Flat  for Sale in  Action Area 2, Kolkata",₹3 Cr ,,1345 sqft,Ready to Move,3,17 out of 20,,,,3,PS ONE10,,Resale
"2 BHK Flat  for Sale in  Garia, Kolkata",₹61 Lac ,"₹6,381 per sqft ",956 sqft,Ready to Move,2,1 out of 4,,,,1,Vinayak Skyline Lakeview,,Resale
"3 BHK Flat  for Sale in  Sector 5 Salt Lake City, Kolkata",₹2 Cr ,"₹11,689 per sqft ",1711 sqft,Ready to Move,3,1 out of 1,,,,,Panache,,Resale
"3 BHK Flat  for Sale in  Uttarpara Chinsurah, Kolkata",₹60 Lac ,"₹5,362 per sqft ",805 sqft,,2,11 out of 15,Garden/Park,,1 Covered,,Shriram Grand One,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹82 Lac ,"₹6,074 per sqft ",1350 sqft,Ready to Move,2,3 out of 6,,East,,,Dream Residency Manor,,Resale
"3 BHK Flat  for Sale in  Chak Garia, Kolkata",₹1.50 Cr ,"₹11,111 per sqft ",1350 sqft,Ready to Move,2,26 out of 27,,,,1,Hiland Metropolis,,Resale
"2 BHK Flat  for Sale in  Shakespeare Sarani, Kolkata",₹1.95 Cr ,"₹13,122 per sqft ",1200 sqft,Ready to Move,2,10 out of 10,Main Road,East,,1,Sukh Sadan,Freehold,Resale
"2 BHK Flat  for Sale in  Bramhapur, Kolkata",₹30 Lac ,"₹3,846 per sqft ",780 sqft,Ready to Move,2,1 out of 3,,,,1,Niva Park Phase II,Freehold,Resale
"2 BHK Flat  for Sale in  Baruipur, Kolkata",₹40 Lac ,"₹4,762 per sqft ",840 sqft,Ready to Move,2,3 out of 4,,,,,Mayfair Platinum,,Resale
"2 BHK Flat  for Sale in  Sector 5 Salt Lake City, Kolkata",₹1.35 Cr ,"₹12,500 per sqft ",1080 sqft,Ready to Move,2,24 out of 25,,,,1,Ideal Aquaview,,Resale
"3 BHK Flat  for Sale in  Rajarhat Falta, Kolkata",₹1 Cr ,"₹7,710 per sqft ",834 sqft,Ready to Move,2,1 out of 16,,South -West,,2,PS The Soul,,Resale
"2 BHK Flat  for Sale in  Behala Chowrasta, Kolkata",₹43 Lac ,"₹4,087 per sqft ",1052 sqft,Ready to Move,2,1 out of 11,,,,1,Srijan Greenfield City,,Resale
"3 BHK Flat  for Sale in  Maheshtala, Kolkata",₹42 Lac ,"₹3,398 per sqft ",1236 sqft,Ready to Move,2,9 out of 15,,,,1,Eden City Maheshtala,,Resale
"3 BHK Flat  for Sale in  Rajarhat Falta, Kolkata",₹1.20 Cr ,"₹8,571 per sqft ",950 sqft,Ready to Move,3,13 out of 23,Garden/Park,South,,1,Rishi Pranaya,Freehold,New Property
"3 BHK Flat  for Sale in  Rajpur Sonarpur, Kolkata",₹1.25 Cr ,"₹12,500 per sqft ",1000 sqft,Ready to Move,2,8 out of 11,,,1 Covered,1,Primarc Southwinds,,Resale
"3 BHK Flat  for Sale in  Howrah, Kolkata",₹1.20 Cr ,"₹7,864 per sqft ",1200 sqft,,3,5 out of 19,,,,1,Periwall Essense,,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹90 Lac ,"₹5,678 per sqft ",1585 sqft,Ready to Move,3,1 out of 6,,,,1,Ideal Enclave,,Resale
"3 BHK Flat  for Sale in  Tollygunge, Kolkata",₹51 Lac ,"₹4,093 per sqft ",1047 sqft,Ready to Move,2,4 out of 4,"Garden/Park, Pool, Main Road",East,,1,Eden Tolly Lakeside,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹92 Lac ,"₹7,610 per sqft ",785 sqft,Ready to Move,3,2 out of 9,,,,,Ascon Era,,Resale
"2 BHK Flat  for Sale in  Kasba, Kolkata",₹65 Lac ,"₹7,222 per sqft ",900 sqft,Ready to Move,2,1 out of 4,,,,1,Orchid Enclave,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹30 Lac ,"₹4,000 per sqft ",750 sqft,Ready to Move,2,3 out of 20,,,,,Hiland Greens,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹2.20 Cr ,"₹10,476 per sqft ",2100 sqft,Ready to Move,2,13 out of 14,,,,,Udita Apartments,,Resale
"2 BHK Flat  for Sale in  Kaikhali, Kolkata",₹45 Lac ,"₹5,233 per sqft ",860 sqft,Ready to Move,2,3 out of 7,,,,,GM Meena Paradise,,Resale
"3 BHK Flat  for Sale in  Santragachi, Kolkata",₹59.8 Lac ,"₹5,693 per sqft ",1050 sqft,,3,33,,,,,KIC Kadambari,,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹30.1 Lac ,"₹3,472 per sqft ",867 sqft,Ready to Move,2,3 out of 5,,,,,Magnolia Prestige,,Resale
"3 BHK Flat  for Sale in  Regent Park, Kolkata",₹1.15 Cr ,"₹7,419 per sqft ",1050 sqft,,3,1 out of 8,,South,,1,Pasari Chitrakatha,Freehold,Resale
"3 BHK Flat  for Sale in  Konnagar, Kolkata",₹1.20 Cr ,"₹9,554 per sqft ",1256 sqft,Ready to Move,3,3 out of 5,,,,2,Lilaboti Apartment,,Resale
"2 BHK Flat  for Sale in  Jessore Road, Kolkata",₹60 Lac ,"₹6,881 per sqft ",600 sqft,Ready to Move,2,10 out of 11,,,,1,Srijan Eternis,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹4 Cr ,"₹20,000 per sqft ",2000 sqft,Ready to Move,4,13 out of 30,,,,,Urbana NRI Complex,,Resale
"3 BHK Flat  for Sale in  Vip Road, Kolkata",₹1 Cr ,"₹6,944 per sqft ",1440 sqft,Ready to Move,2,3 out of 4,,,,1,Anupama,,Resale
"3 BHK Flat  for Sale in  Mukundapur, Kolkata",₹4 Cr ,"₹11,461 per sqft ",3490 sqft,Ready to Move,4,3 out of 24,,,,,Ambuja Utalika Luxury Phase 2,,Resale
"2 BHK Flat  for Sale in  Sector 5 Salt Lake City, Kolkata",₹1.25 Cr ,"₹11,905 per sqft ",1050 sqft,Ready to Move,2,17 out of 21,,,,,Ideal Aquaview,,Resale
"2 BHK Flat  for Sale in  New Alipore, Kolkata",₹1.50 Cr ,"₹11,538 per sqft ",1000 sqft,Ready to Move,2,3 out of 7,Main Road,North - West,,,SHANTI COTTAGE Kunj,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹25 Lac ,"₹3,571 per sqft ",700 sqft,Ready to Move,1,7 out of 13,,,,,Hiland Greens,,Resale
"3 BHK Flat  for Sale in  Bakra Hat Road, Kolkata",₹27 Lac ,"₹2,789 per sqft ",658 sqft,Ready to Move,3,4 out of 4,,East,,1,SwanGreen,Freehold,Resale
"3 BHK Flat  for Sale in  Maheshtala, Kolkata",₹60 Lac ,"₹3,937 per sqft ",1524 sqft,Ready to Move,3,8 out of 15,,,,1,Eden City Maheshtala,,Resale
"4 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1.60 Cr ,"₹7,404 per sqft ",2161 sqft,Ready to Move,3,13 out of 18,,,,,Natural Utopia,,Resale
"3 BHK Flat  for Sale in  Thakurpukur, Kolkata",₹70 Lac ,"₹4,878 per sqft ",1435 sqft,Ready to Move,2,5 out of 20,,,1 Covered,1,Ideal Regency,,Resale
"2 BHK Flat  for Sale in  Ranikuthi, Kolkata",₹82 Lac ,"₹7,289 per sqft ",834 sqft,,2,1 out of 8,,,,1,Pasari Chitrakatha,Freehold,Resale
"2 BHK Flat  for Sale in  Barasat, Kolkata",₹25.6 Lac ,"₹2,966 per sqft ",863 sqft,Ready to Move,2,3 out of 5,,,,,Fortune Township,,Resale
"4 BHK Flat  for Sale in  New Town, Kolkata",₹3.21 Cr ,"₹13,459 per sqft ",1651 sqft,Ready to Move,4,26 out of 29,,,,3,TATA Avenida,,Resale
"3 BHK Flat  for Sale in  Mahish Bathan Dhapa, Kolkata",₹1.20 Cr ,"₹8,136 per sqft ",968 sqft,Ready to Move,2,19 out of 24,Main Road,North - East,,1,Ideal Aquaview,Freehold,Resale
"3 BHK Flat  for Sale in  Shibrampur, Shibrampur Mauza, Kolkata",₹66 Lac ,,1306 sqft,Ready to Move,3,5 out of 9,Garden/Park,East,,2,Greenfield City,,Resale
"2 BHK Flat  for Sale in  Narayanpur, Gopalpur Gram, Kolkata",₹41 Lac ,"₹5,170 per sqft ",920 sqft,Ready to Move,2,5 out of 6,,,,1,Shivalaya Apartment,,Resale
"2 BHK Flat  for Sale in  Park Street Area, Kolkata",₹2.75 Cr ,"₹24,186 per sqft ",1137 sqft,Ready to Move,2,8 out of 14,,,,1,Apsara,,Resale
"3 BHK Flat  for Sale in  Vip Road, Kolkata",₹1.26 Cr ,"₹7,910 per sqft ",1195 sqft,Ready to Move,3,1 out of 5,,,1 Open,1,Merlin North Star,Freehold,Resale
"3 BHK Flat  for Sale in  Basanta Lal Saha Road, Kolkata",₹1.20 Cr ,"₹8,136 per sqft ",1475 sqft,Ready to Move,2,5 out of 5,,,,1,Multicon Sigma,,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹57 Lac ,"₹6,264 per sqft ",891 sqft,Ready to Move,2,11 out of 12,,,,2,Godrej Seven,,Resale
"3 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹1.50 Cr ,"₹9,434 per sqft ",1590 sqft,Ready to Move,3,4 out of 12,Garden/Park,East,1 Open,2,Orbit Lumiere,Freehold,Resale
"3 BHK Flat  for Sale in  Tangra, Kolkata",₹1.80 Cr ,"₹13,740 per sqft ",810 sqft,Ready to Move,2,10 out of 26,"Main Road, Garden/Park, Pool",South,,1,Alcove Flora Fountain,Freehold,Resale
"3 BHK Flat  for Sale in  Action Area 3, Kolkata",₹1.45 Cr ,"₹6,814 per sqft ",2128 sqft,,4,18 out of 24,"Pool, Garden/Park, Main Road",,2 Covered,2,Uniworld City,Freehold,New Property
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹22 Lac ,"₹4,015 per sqft ",548 sqft,,2,5 out of 14,"Garden/Park, Pool, Main Road",East,1 Covered,1,Hiland Greens,Freehold,Resale
"6 BHK Flat  for Sale in  Howrah, Kolkata",₹1.11 Cr ,"₹4,731 per sqft ",2160 sqft,Ready to Move,4,6 out of 9,,South,,2,Shree Apartment,Freehold,Resale
"3 BHK Flat  for Sale in  Tollygunge, Kolkata",₹2 Cr ,"₹13,937 per sqft ",1435 sqft,Ready to Move,3,6 out of 10,Garden/Park,,,2,Diamond City South,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Madhyamgram, Kolkata",₹58 Lac ,"₹6,270 per sqft ",612 sqft,Ready to Move,2,3 out of 11,"Pool, Main Road",South - East,,1,Rishi Ventoso,Freehold,Resale
"2 BHK Flat  for Sale in  Howrah, Kolkata",₹45 Lac ,"₹4,737 per sqft ",950 sqft,Ready to Move,2,2 out of 3,Main Road,East,,1,Shanti Niwas,Co-operative Society,New Property
"1 BHK Flat  for Sale in  Mukundapur, Kolkata",₹37 Lac ,"₹7,157 per sqft ",517 sqft,Ready to Move,1,8 out of 26,,,,,Ambuja Utalika The Condoville,,Resale
"3 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹1 Cr ,"₹7,358 per sqft ",1359 sqft,,2,9 out of 19,"Garden/Park, Pool",South -West,,1,Godrej Prakriti,Freehold,New Property
"3 BHK Flat  for Sale in  Behala, Kolkata",₹1.05 Cr ,"₹5,183 per sqft ",1325 sqft,Ready to Move,3,1 out of 5,"Garden/Park, Main Road",North,1 Covered,2,Calcutta Motor Dealers,Freehold,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹30 Lac ,"₹4,000 per sqft ",750 sqft,Ready to Move,2,9 out of 12,,,,,Eden Solaris Joka Phase 1,,Resale
"3 BHK Flat  for Sale in  Tangra, Kolkata",₹2.10 Cr ,"₹12,048 per sqft ",1743 sqft,Ready to Move,3,13 out of 18,"Garden/Park, Pool",North - East,,1,Salarpuria Luxuria Heights,,Resale
"2 BHK Flat  for Sale in  Ultadanga, Kolkata",₹1.20 Cr ,"₹13,333 per sqft ",900 sqft,Ready to Move,2,11 out of 13,,,,,Merlin Warden Lake View,,Resale
"2 BHK Flat  for Sale in  Gariahat Road, Kolkata",₹2 Cr ,"₹13,986 per sqft ",1100 sqft,Ready to Move,2,5 out of 13,Garden/Park,North - East,1 Covered,2,Megha Mallar,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Harinavi, Kolkata",₹31 Lac ,"₹3,690 per sqft ",840 sqft,Ready to Move,2,2 out of 4,,,,1,Atri Green Residency,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹24 Lac ,"₹3,371 per sqft ",712 sqft,Ready to Move,2,10 out of 14,,East,,1,Hiland Greens,Freehold,Resale
"3 BHK Flat  for Sale in  Convent Road, Kolkata",₹2 Cr ,"₹16,978 per sqft ",1076 sqft,Ready to Move,3,7 out of 11,"Main Road, Garden/Park",South,,1,BG La Convent,Freehold,Resale
"3 BHK Flat  for Sale in  Maheshtala, Kolkata",₹43 Lac ,"₹3,479 per sqft ",1236 sqft,Ready to Move,3,Lower Basement out of 13,,,,,Eden City Maheshtala,,Resale
"3 BHK Flat  for Sale in  Daulatpur, Pailan, Kolkata",₹29.5 Lac ,"₹2,786 per sqft ",1059 sqft,,2,3 out of 5,Main Road,,1 Covered,2,Larica Green Pailan,Freehold,New Property
4 BHK Flat  for Sale in   Kolkata,₹2.05 Cr ,"₹10,411 per sqft ",1400 sqft,,3,17 out of 23,"Garden/Park, Pool",East,,2,Vinayak Vista,Freehold,New Property
"4 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.10 Cr ,"₹4,583 per sqft ",2400 sqft,Ready to Move,4,1 out of 3,,,,,Vedic Sanjeeva Town,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹25 Lac ,"₹3,141 per sqft ",550 sqft,Ready to Move,2,7 out of 8,,,,1,Eden City Maheshtala,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹80 Lac ,"₹7,707 per sqft ",1038 sqft,,2,21 out of 25,,,,,Merlin Skygaze,,Resale
"3 BHK Flat  for Sale in  Diamond Harbour Road, Kolkata",₹2.10 Cr ,"₹11,966 per sqft ",1755 sqft,Ready to Move,3,4 out of 11,,,,2,Ideal Towers,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹30 Lac ,"₹4,213 per sqft ",712 sqft,Ready to Move,2,4 out of 12,,,,,Hiland Greens,,Resale
"3 BHK Flat  for Sale in  Kasba, Kolkata",₹90 Lac ,"₹10,465 per sqft ",860 sqft,Ready to Move,2,4 out of 4,,,,,Samadrita CHS,,Resale
"4 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1.80 Cr ,"₹6,974 per sqft ",2581 sqft,Ready to Move,4,9 out of 20,,,,,Ruchi Active Acres Angelica,,Resale
"2 BHK Flat  for Sale in  Salt Lake City, Kolkata",₹2.75 Cr ,"₹15,110 per sqft ",1820 sqft,Ready to Move,3,4 out of 7,"Pool, Garden/Park, Main Road",,1 Covered,2,Ambuja The Residency,Leasehold,Resale
"2 BHK Flat  for Sale in  Harinavi, Kolkata",₹23 Lac ,"₹2,991 per sqft ",769 sqft,Ready to Move,2,1 out of 4,,,,1,Amrita Garden,,Resale
"3 BHK Flat  for Sale in  Sonarpur Station Road, Kolkata",₹47.5 Lac ,"₹4,043 per sqft ",1175 sqft,Ready to Move,2,4 out of 4,,,,1,Rajwada Lake Bliss,,Resale
"4 BHK Flat  for Sale in  Jessore Road, Kolkata",₹2.50 Cr ,"₹10,946 per sqft ",2284 sqft,Ready to Move,2,1 out of 9,,,,,Natural City,,Resale
"3 BHK Flat  for Sale in  Anandapur, Kolkata",₹4.30 Cr ,"₹15,682 per sqft ",2742 sqft,,3,23 out of 45,Pool,North - East,2 Covered,,Bengal Urbana Phase 2,Leasehold,Resale
"2 BHK Flat  for Sale in  Dum Dum, Kolkata",₹78 Lac ,"₹6,610 per sqft ",1180 sqft,Ready to Move,2,3 out of 5,,,,,Bhawani Dreams,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹2.80 Cr ,"₹11,475 per sqft ",2440 sqft,Ready to Move,3,1 out of 1,,,,,PS  The Address,,Resale
"4 BHK Flat  for Sale in  Tollygunge, Kolkata",₹1.75 Cr ,"₹11,269 per sqft ",1553 sqft,Ready to Move,3,3 out of 12,,,,,Merlin Verve,,Resale
"2 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹97 Lac ,"₹11,631 per sqft ",834 sqft,,2,18,,,,,Bengal Peerless Avidipta,,Resale
"2 BHK Flat  for Sale in  Jagatdal, Kolkata",₹28 Lac ,"₹3,256 per sqft ",700 sqft,Ready to Move,2,2 out of 4,,,,1,Pacific Dale,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹32.5 Lac ,,712 sqft,Ready to Move,2,13 out of 14,,,,1,Hiland Greens,,Resale
"3 BHK Flat  for Sale in  Khardaha, Kolkata",₹60 Lac ,"₹4,934 per sqft ",1216 sqft,Ready to Move,2,3 out of 13,,,,2,Siddha Waterfront,,Resale
"1 BHK Flat  for Sale in  Mukundapur, Kolkata",₹30 Lac ,"₹5,848 per sqft ",513 sqft,Ready to Move,1,9 out of 25,,North,,,Ambuja Utalika The Condoville,Freehold,Resale
"3 BHK Flat  for Sale in  Malancha Mahi Nagar, Kolkata",₹35 Lac ,"₹3,646 per sqft ",960 sqft,Ready to Move,2,5 out of 5,,,,,Mayfair Greenwoods,,Resale
"2 BHK Flat  for Sale in  Tollygunge, Kolkata",₹70 Lac ,"₹5,738 per sqft ",1220 sqft,Ready to Move,2,3 out of 16,Garden/Park,East,,1,Ideal Greens,Freehold,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1.55 Cr ,"₹7,643 per sqft ",2028 sqft,Ready to Move,3,,Garden/Park,North,1 Covered,1,Ruchi Active Acres Angelica,Freehold,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹3.10 Cr ,"₹18,776 per sqft ",1651 sqft,Ready to Move,4,18 out of 27,,,,,TATA Avenida,,Resale
"2 BHK Flat  for Sale in  Garia, Kolkata",₹50 Lac ,"₹5,336 per sqft ",937 sqft,Ready to Move,2,2 out of 7,,,,,Prudent Prana,,Resale
"3 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹1.25 Cr ,"₹9,527 per sqft ",1312 sqft,Ready to Move,2,5 out of 25,"Pool, Main Road",,,1,Premier Joy 98,Freehold,Resale
"3 BHK Flat  for Sale in  Rash Behari Avenue, Kolkata",₹2.40 Cr ,"₹14,035 per sqft ",1710 sqft,Ready to Move,3,2 out of 7,,,,,Natural Sarvapriya Residency,,Resale
"4 BHK Flat  for Sale in  Birati, Kolkata",₹90 Lac ,"₹5,245 per sqft ",1716 sqft,Ready to Move,4,6 out of 6,,,,,Kendriya Vihar Phase 2,,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹50 Lac ,"₹4,789 per sqft ",1044 sqft,Ready to Move,2,3 out of 5,,,,,IVY Greens,,Resale
"3 BHK Flat  for Sale in  Ramchandrapur Thakurpukur, Kolkata",₹52.9 Lac ,"₹4,332 per sqft ",1220 sqft,Ready to Move,2,2 out of 4,,,,2,Eden Tolly Gardenia,,Resale
