Name,Price,Square,Super Area,Status,Bathroom,Floor,Overlooking,Facing,Car Parking,Balcony,Society,Ownership,Transaction
"1 BHK Flat  for Sale in  Action Area 3, Kolkata",₹23 Lac ,"₹4,792 per sqft ",480 sqft,Ready to Move,1,4 out of 4,"Garden/Park, Main Road",South - East,,1,Shapoorji Pallonji Housing Complex,Freehold,Resale
"2 BHK Flat  for Sale in  Nayabad, Kolkata",₹25 Lac ,,800 sqft,Ready to Move,2,1 out of 3,Main Road,South - East,,1,,Freehold,Resale
"4 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹2.10 Cr ,"₹8,468 per sqft ",2480 sqft,Ready to Move,4,6 out of 18,Garden/Park,South - East,,3,Hiland Park,Freehold,Resale
"1 BHK Flat  for Sale in  Sodepur, Kolkata",₹17.1 Lac ,"₹3,991 per sqft ",428 sqft,Ready to Move,1,Ground out of 3,,,,,Peerless Nagar,,Resale
"3 BHK Flat  for Sale in  East Topsia, Topsia, Kolkata",₹1.50 Cr ,"₹9,772 per sqft ",1535 sqft,Ready to Move,2,1 out of 1,,East,1 Open,1,Ideal Lakeview,,Resale
"2 BHK Flat  for Sale in  Barasat, Kolkata",₹35 Lac ,"₹2,756 per sqft ",1270 sqft,Ready to Move,2,4 out of 5,,,,,,,Resale
"4 BHK Flat  for Sale in  Tangra, Kolkata",₹2.25 Cr ,"₹8,718 per sqft ",2581 sqft,Ready to Move,4,8 out of 10,,,1 Open,,Ruchi Active Acres Angelica,Freehold,Resale
"2 BHK Flat  for Sale in  Dhakuria, Kolkata",₹32 Lac ,"₹4,384 per sqft ",620 sqft,Ready to Move,2,2 out of 2,,South - East,,,,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹50 Lac ,"₹5,051 per sqft ",990 sqft,,2,4 out of 4,,,,,,,Resale
"3 BHK Flat  for Sale in  Daspara Mukundapur, Kolkata",₹70 Lac ,"₹5,882 per sqft ",900 sqft,Ready to Move,3,2 out of 4,Main Road,,1 Covered,,Jeet Omega,Freehold,Resale
"2 BHK Flat  for Sale in  Ganguly Bagan, Beliaghata, Kolkata",₹50 Lac ,"₹6,378 per sqft ",784 sqft,Ready to Move,2,3 out of 3,,,,,,,Resale
"2 BHK Flat  for Sale in  Karuripara, Kolkata",₹25 Lac ,"₹2,831 per sqft ",748 sqft,Ready to Move,2,1 out of 5,,,,1,,,Resale
"3 BHK Flat  for Sale in  Bhowanipore, Kolkata",₹2.50 Cr ,"₹16,667 per sqft ",1300 sqft,Ready to Move,2,2 out of 4,,,,,Nobles Anthem,,Resale
"3 BHK Flat  for Sale in  Joka, Kolkata",₹95 Lac ,"₹6,934 per sqft ",1370 sqft,Ready to Move,3,14 out of 14,,,,1,DTC Southern Heights,,Resale
"2 BHK Flat  for Sale in  Barrackpore, Kolkata",₹39 Lac ,"₹4,899 per sqft ",796 sqft,Ready to Move,1,7 out of 7,,,,2,Magnolia Sports City,,Resale
"2 BHK Flat  for Sale in  Sonarpur, Kolkata",₹60 Lac ,,1060 sqft,Ready to Move,2,4 out of 8,,,,2,J G Golden Heights,,Resale
"3 BHK Flat  for Sale in  Howrah, Kolkata",₹3.50 Cr ,"₹16,279 per sqft ",2150 sqft,Ready to Move,3,8 out of 12,,,,,Sukh Sagar,,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹2 Cr ,"₹12,903 per sqft ",1550 sqft,,3,18 out of 21,,,,1,Orbit Urban Park,,Resale
"1 BHK Flat  for Sale in  Bhangar, Kolkata",₹14 Lac ,,351 sqft,Ready to Move,1,3 out of 4,,,,1,Simoco Sanhita Housing Complex Commercial,,Resale
"3 BHK Flat  for Sale in  Khardaha, Kolkata",₹68 Lac ,"₹5,506 per sqft ",1235 sqft,Ready to Move,2,2 out of 14,,,,2,Siddha Waterfront,,New Property
"4 BHK Flat  for Sale in  Alipore, Kolkata",₹10 Cr ,"₹22,090 per sqft ",4527 sqft,Ready to Move,5,9 out of 10,,,,1,Edward Crosswinds,,Resale
"4 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹1.50 Cr ,"₹6,881 per sqft ",2180 sqft,Ready to Move,,,,,,,Dhoot Pratham,,Resale
"4 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹2.50 Cr ,"₹10,417 per sqft ",2100 sqft,Ready to Move,2,7 out of 12,,,,2,Merlin Regency,,Resale
"3 BHK Flat  for Sale in  Tangra, Kolkata",₹1.85 Cr ,"₹9,973 per sqft ",1855 sqft,Ready to Move,2,17 out of 20,,South,1 Open,1,Ruchi Active Acres Angelica,Freehold,Resale
"2 BHK Flat  for Sale in  Tangra, Kolkata",₹1.20 Cr ,"₹12,121 per sqft ",990 sqft,Ready to Move,2,6 out of 7,,,,,Prudent Habitat,,Resale
"2 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹41 Lac ,"₹5,388 per sqft ",761 sqft,Ready to Move,2,2 out of 4,"Garden/Park, Pool",South -West,,1,Real Mark Vista,Freehold,Resale
"3 BHK Flat  for Sale in  International Airport, Dum Dum, Jessore Road, Kolkata",₹5.50 Cr ,"₹20,755 per sqft ",2500 sqft,Ready to Move,3,8 out of 10,Garden/Park,,,1,Metro Tower,Freehold,New Property
"3 BHK Flat  for Sale in  Tollygunge, Kolkata",₹1.45 Cr ,"₹8,430 per sqft ",1720 sqft,Ready to Move,2,2 out of 17,"Garden/Park, Pool",East,,1,Rajat Aagaman,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1 Cr ,"₹5,705 per sqft ",1753 sqft,Ready to Move,2,7 out of 7,,,,3,The Banyan Tree Mukul Shanti Garden,,Resale
"3 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹70 Lac ,"₹7,254 per sqft ",965 sqft,Ready to Move,2,1 out of 11,"Garden/Park, Pool",,,3,Eden Realty Solaris Bonhooghly,,New Property
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹65 Lac ,"₹4,362 per sqft ",1100 sqft,Ready to Move,2,1 out of 10,"Garden/Park, Main Road",South - East,,1,Unimark Springfield,Freehold,New Property
"3 BHK Flat  for Sale in  Kestopur, Kolkata",₹60 Lac ,"₹4,800 per sqft ",1250 sqft,Ready to Move,2,4 out of 5,,,,1,Rajrajeshwari Enclave,,Resale
"3 BHK Flat  for Sale in  Sector 5 Salt Lake City, Kolkata",₹1.30 Cr ,"₹8,754 per sqft ",1485 sqft,Ready to Move,2,9 out of 25,,,,,Ideal Aquaview,,Resale
"3 BHK Flat  for Sale in  Joka, Kolkata",₹55 Lac ,"₹5,238 per sqft ",1050 sqft,Ready to Move,3,3 out of 10,"Pool, Garden/Park, Main Road",,,2,Genexx Valley,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.50 Cr ,"₹12,942 per sqft ",1046 sqft,,2,27 out of 32,,,,1,Siddha Serena,,Resale
"3 BHK Flat  for Sale in  Ballygunge, Kolkata",₹4.20 Cr ,,2000 sqft,Ready to Move,3,1 out of 9,,,,,Tivoli Court,,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹2.05 Cr ,"₹13,219 per sqft ",1285 sqft,Ready to Move,3,13 out of 15,Garden/Park,East,,2,Utsa Complex,Freehold,Resale
"3 BHK Flat  for Sale in  New Alipore, Kolkata",₹80 Lac ,"₹7,619 per sqft ",1050 sqft,Ready to Move,2,6 out of 13,Pool,East,,1,South City Garden,Freehold,Resale
"2 BHK Flat  for Sale in  Kankurgachi, Kolkata",₹1 Cr ,"₹8,137 per sqft ",1229 sqft,Ready to Move,2,1 out of 5,,East,1 Open,,Radha Kunje,Freehold,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹24 Lac ,"₹3,371 per sqft ",447 sqft,Ready to Move,2,13 out of 14,,,,1,Hiland Greens,,Resale
"2 BHK Flat  for Sale in  Tollygunge, Kolkata",₹1.20 Cr ,"₹9,677 per sqft ",1240 sqft,Ready to Move,2,1 out of 7,,,,1,MK Towers,,Resale
"3 BHK Flat  for Sale in  Santoshpur, Kolkata",₹90 Lac ,"₹7,246 per sqft ",1242 sqft,Ready to Move,2,3 out of 4,Main Road,North - West,1 Open,2,Tulip Apartment,Freehold,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.50 Cr ,"₹9,446 per sqft ",1588 sqft,Ready to Move,3,10 out of 26,,,,,Sureka Merlin Elita Garden Vista Phase 2,,Resale
"2 BHK Flat  for Sale in  New Town, Kolkata",₹42 Lac ,"₹6,462 per sqft ",650 sqft,Ready to Move,2,11 out of 14,,,,1,Shapoorji Paloonji Sukhobristi,,Resale
"3 BHK Flat  for Sale in  Salt Lake City, Kolkata",₹1.30 Cr ,"₹8,754 per sqft ",1485 sqft,Ready to Move,2,17 out of 30,,,,,Ideal Aquaview,,Resale
"4 BHK Flat  for Sale in  Rash Behari Avenue, Kolkata",₹2.30 Cr ,"₹13,450 per sqft ",1282 sqft,Ready to Move,3,2 out of 7,Garden/Park,North - West,1 Covered,1,Natural Sarvapriya Residency,Freehold,Resale
"3 BHK Flat  for Sale in  Madhyamgram, Kolkata",₹56 Lac ,"₹4,762 per sqft ",1176 sqft,Ready to Move,2,Ground out of 4,Garden/Park,South,,2,Fortune City,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.10 Cr ,"₹7,227 per sqft ",1522 sqft,Ready to Move,2,21 out of 21,,,,,DLF New Town Heights,,Resale
"2 BHK Flat  for Sale in  New Town, Kolkata",₹1.20 Cr ,"₹9,479 per sqft ",1266 sqft,Ready to Move,2,2 out of 15,"Pool, Garden/Park, Main Road",South,1 Open,1,Shrachi Greenwood Nest,Leasehold,Resale
"3 BHK Flat  for Sale in  Chakra Beriya, Kolkata",₹2.20 Cr ,"₹15,942 per sqft ",1380 sqft,Ready to Move,3,4 out of 10,,,,2,KIC Gulmohar,,Resale
"4 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹10 Cr ,"₹27,122 per sqft ",3687 sqft,Ready to Move,4,11 out of 35,,,,,PS Anassa,,Resale
"3 BHK Flat  for Sale in  Maheshtala, Kolkata",₹60 Lac ,"₹4,049 per sqft ",1482 sqft,Ready to Move,2,8 out of 14,,,,,Purti Flowers,,Resale
"3 BHK Flat  for Sale in  Picnic Garden, Tiljala, Kolkata",₹1.30 Cr ,"₹9,496 per sqft ",1369 sqft,Ready to Move,2,4 out of 4,Garden/Park,East,1 Covered,2,Aspirations Serenity,Freehold,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.10 Cr ,"₹7,097 per sqft ",1550 sqft,Ready to Move,2,12 out of 21,,,,2,DLF New Town Heights,,Resale
"4 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹3.15 Cr ,"₹15,101 per sqft ",2086 sqft,Ready to Move,3,6 out of 38,,East,,1,Mani Megh Mani,Freehold,Resale
"4 BHK Flat  for Sale in  New Town, Kolkata",₹2.10 Cr ,"₹10,111 per sqft ",2077 sqft,Ready to Move,3,7 out of 14,,,,2,Amit ECOS,,Resale
"2 BHK Flat  for Sale in  Baguiati, Kolkata",₹17 Lac ,"₹3,400 per sqft ",500 sqft,Ready to Move,1,2 out of 4,,,,,Shantiban Apartment,,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹2.20 Cr ,"₹11,399 per sqft ",1930 sqft,Ready to Move,3,11 out of 22,"Garden/Park, Pool, Main Road",South - East,1 Covered,,Tata Eden Court,,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹45 Lac ,"₹8,036 per sqft ",560 sqft,Ready to Move,1,3 out of 3,Main Road,South - East,,1,Khadims Bidyakut Abason,Freehold,Resale
"3 BHK Flat  for Sale in  Patuli, Kolkata",₹96 Lac ,"₹8,518 per sqft ",1000 sqft,Ready to Move,2,2 out of 4,,,,2,Vinayak Cosmopolis,,Resale
"3 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹51.5 Lac ,"₹3,916 per sqft ",1315 sqft,,2,3 out of 4,Garden/Park,,,,Sugam Sabuj,Freehold,Resale
"2 BHK Flat  for Sale in  New Town, Kolkata",₹1 Cr ,"₹9,434 per sqft ",1060 sqft,Ready to Move,2,1 out of 12,,,,1,Amit ECOS,,Resale
"3 BHK Flat  for Sale in  Bishnupur Road, Kolkata",₹50 Lac ,"₹4,348 per sqft ",900 sqft,Ready to Move,2,2 out of 5,"Garden/Park, Pool, Main Road",,1 Covered,1,Orchid Lavanya,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.10 Cr ,"₹7,868 per sqft ",1398 sqft,,2,5 out of 23,Garden/Park,South - East,,1,Siddha Happyville,Freehold,Resale
"2 BHK Flat  for Sale in  Jessore Road, Kolkata",₹32 Lac ,"₹2,963 per sqft ",1080 sqft,Ready to Move,2,4 out of 5,,,,,Hans Pushpak Rezidency,,Resale
"2 BHK Flat  for Sale in  Uttarpara Chinsurah, Kolkata",₹60 Lac ,"₹5,882 per sqft ",1020 sqft,Ready to Move,2,6 out of 11,,West,1 Open,1,Unimark Riviera,Freehold,Resale
"2 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹51 Lac ,"₹4,816 per sqft ",1059 sqft,Ready to Move,2,4 out of 4,,,,2,Sherwood Estate,Freehold,Resale
"2 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹30 Lac ,"₹3,659 per sqft ",820 sqft,Ready to Move,2,2 out of 4,,,,,Mayfair Whitefield,,Resale
"4 BHK Flat  for Sale in  New Town, Kolkata",₹2.70 Cr ,"₹12,402 per sqft ",1508 sqft,Ready to Move,5,3 out of 21,,South,,1,PS ONE10,Freehold,Resale
"1 BHK Flat  for Sale in  Joka, Kolkata",₹30 Lac ,"₹5,464 per sqft ",549 sqft,Ready to Move,1,6 out of 10,Garden/Park,East,1 Open,2,Gems City,Freehold,Resale
"3 BHK Flat  for Sale in  Dunlop, Dakshineswar, Belgharia Expressway, Kolkata",₹11 Cr ,"₹74,324 per sqft ",1450 sqft,Ready to Move,2,5 out of 5,Main Road,North - East,2 Covered,1,Club Town Gardens,Freehold,Resale
"2 BHK Flat  for Sale in  New Town, Kolkata",₹88 Lac ,"₹5,966 per sqft ",1475 sqft,Ready to Move,2,7 out of 14,,,,3,Anahita,,Resale
"3 BHK Flat  for Sale in  Tangra, Kolkata",₹1.50 Cr ,"₹9,323 per sqft ",1200 sqft,Ready to Move,3,1 out of 10,,,,2,PS  Palm Spring,,Resale
"1 BHK Flat  for Sale in  Khardaha, Kolkata",₹25 Lac ,"₹3,968 per sqft ",630 sqft,Ready to Move,2,1 out of 14,"Pool, Garden/Park, Main Road",West,,1,Siddha Waterfront,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹32 Lac ,"₹4,494 per sqft ",712 sqft,Ready to Move,2,9 out of 14,,,,1,Hiland Greens,Freehold,New Property
"4 BHK Flat  for Sale in  New Town, Kolkata",₹1.75 Cr ,,2230 sqft,Ready to Move,4,9 out of 10,,,,2,Sunny Fort,,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹50 Lac ,"₹4,112 per sqft ",1216 sqft,Ready to Move,2,2 out of 4,,,,,Team Bou Thakuranir Haat,,Resale
"3 BHK Flat  for Sale in  Barasat, Kolkata",₹25 Lac ,"₹2,632 per sqft ",950 sqft,Ready to Move,2,1 out of 5,,,,,Magnolia Nakshatra,,Resale
"3 BHK Flat  for Sale in  Maheshtala, Kolkata",₹55 Lac ,"₹3,994 per sqft ",1377 sqft,Ready to Move,2,13 out of 15,,,,,Eden City Maheshtala,,Resale
"1 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.35 Cr ,"₹10,800 per sqft ",1250 sqft,Ready to Move,,,,,,,Vatika The V,,Resale
"2 BHK Flat  for Sale in  Diamond Harbour Road, Kolkata",₹47 Lac ,"₹5,341 per sqft ",880 sqft,Ready to Move,2,10 out of 14,,North - East,,2,Jalan NVR Pride,Freehold,Resale
"2 BHK Flat  for Sale in  Sector 5 Salt Lake City, Kolkata",₹99 Lac ,"₹9,083 per sqft ",1090 sqft,Ready to Move,2,19 out of 21,,East,,1,Ideal Aquaview,Freehold,Resale
"3 BHK Flat  for Sale in  Pailan, Kolkata",₹38 Lac ,"₹3,282 per sqft ",1158 sqft,Ready to Move,2,4 out of 4,,,,2,Larica Greens,,New Property
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.20 Cr ,"₹11,776 per sqft ",990 sqft,Ready to Move,2,4 out of 15,,,,2,Dharitri Royal Enclave,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1.30 Cr ,"₹7,563 per sqft ",1719 sqft,Ready to Move,2,2 out of 20,,South,1 Covered,,Ruchi Active Acres Angelica,,Resale
"4 BHK Flat  for Sale in  Diamond Harbour Road, Kolkata",₹3.21 Cr ,"₹14,793 per sqft ",2170 sqft,Ready to Move,4,10 out of 12,"Main Road, Garden/Park",,,2,Ideal Towers,,Resale
"3 BHK Flat  for Sale in  Behala Chowrasta, Kolkata",₹55 Lac ,"₹4,946 per sqft ",1112 sqft,Ready to Move,2,4 out of 4,,,,1,Balaji Crimson,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹2.85 Cr ,"₹17,056 per sqft ",1035 sqft,Ready to Move,3,1 out of 21,,,,2,Bengal Peerless Avidipta Phase 2,,Resale
"2 BHK Flat  for Sale in  Ramgarh Garia, Kolkata",₹1 Cr ,"₹8,598 per sqft ",1163 sqft,Ready to Move,2,7 out of 15,Garden/Park,North - East,,1,Keventer Westwind,Freehold,Resale
"3 BHK Flat  for Sale in  Sector 5 Salt Lake City, Kolkata",₹4 Cr ,"₹20,725 per sqft ",1435 sqft,Ready to Move,3,11 out of 24,Garden/Park,North - East,2 Covered,1,Merlin 5th Avenue,Freehold,Resale
"3 BHK Flat  for Sale in  Uttarpara Chinsurah, Kolkata",₹65 Lac ,"₹5,809 per sqft ",1119 sqft,Ready to Move,2,6 out of 14,,,,2,Shriram Grand City,,Resale
"2 BHK Flat  for Sale in  Serampore, Kolkata",₹38 Lac ,,587 sqft,Ready to Move,2,9 out of 12,Garden/Park,,1 Covered,1,Eden Solaris City Serampore,Freehold,Resale
"3 BHK Flat  for Sale in  Vip Road, Kolkata",₹1.40 Cr ,"₹9,964 per sqft ",1405 sqft,Ready to Move,2,1 out of 5,,,,,Space Town,,Resale
"3 BHK Flat  for Sale in  Maheshtala, Kolkata",₹42.2 Lac ,"₹3,112 per sqft ",1356 sqft,,2,1,,,,,Eden City Maheshtala,,Resale
"3 BHK Flat  for Sale in  Pailan, Kolkata",₹30 Lac ,"₹2,833 per sqft ",1059 sqft,Ready to Move,3,3 out of 5,,,,,Larica Greens,,Resale
"2 BHK Flat  for Sale in  Baranagar, Kolkata",₹1 Cr ,"₹9,488 per sqft ",771 sqft,Ready to Move,2,21 out of 25,"Garden/Park, Pool",North - East,,1,Siddha Eden Lakeville,Freehold,Resale
"1 BHK Flat  for Sale in  Mukundapur, Kolkata",₹50 Lac ,"₹9,747 per sqft ",513 sqft,Ready to Move,1,23 out of 25,"Garden/Park, Pool, Main Road",South,,1,Uttalika,Freehold,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.40 Cr ,"₹7,157 per sqft ",1956 sqft,Ready to Move,3,24 out of 29,,,,1,Sureka Elita Garden Vista,,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹70 Lac ,"₹8,333 per sqft ",840 sqft,Ready to Move,2,2 out of 5,,,,1,Dream Residency Manor,,Resale
"3 BHK Flat  for Sale in  Baguiati, Kolkata",₹50 Lac ,"₹4,355 per sqft ",1148 sqft,Ready to Move,2,3 out of 3,,,,2,Debnath Shivam Apartment,,Resale
"3 BHK Flat  for Sale in  New Alipore, Kolkata",₹1.50 Cr ,"₹9,375 per sqft ",1600 sqft,Ready to Move,3,4 out of 4,,,,,Green Enclave,,Resale
"3 BHK Flat  for Sale in  Joka, Kolkata",₹55 Lac ,"₹4,553 per sqft ",1208 sqft,Ready to Move,2,2 out of 2,,,,2,Jalan NVR Pride,,Resale
"2 BHK Flat  for Sale in  Howrah, Kolkata",₹55 Lac ,"₹8,958 per sqft ",614 sqft,Ready to Move,2,5 out of 7,,,,,Gagananchal Apartment,,Resale
"3 BHK Flat  for Sale in  Kadapara, Kankurgachi, Kolkata",₹1.29 Cr ,"₹8,398 per sqft ",1015 sqft,Ready to Move,3,3 out of 4,,,,2,Radha Shree 30,,Resale
"3 BHK Flat  for Sale in  Madurdaha, Hussainpur, Kolkata",₹85 Lac ,"₹8,221 per sqft ",1034 sqft,Ready to Move,2,2 out of 4,,,,,Mayfair Residency,,Resale
"3 BHK Flat  for Sale in  Joka, Kolkata",₹1.10 Cr ,"₹8,607 per sqft ",867 sqft,Ready to Move,3,13 out of 13,,South - East,,1,South Kolkata City,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹6.50 Cr ,"₹20,402 per sqft ",3186 sqft,Ready to Move,4,36 out of 37,"Garden/Park, Main Road",South,,1,Mani Megh Mani,Freehold,Resale
"3 BHK Flat  for Sale in  Dum Dum, Kolkata",₹1.55 Cr ,"₹8,236 per sqft ",1882 sqft,Ready to Move,3,2 out of 13,,,37 Open,3,Emami City,Leasehold,Resale
"3 BHK Flat  for Sale in  Action Area 2, Kolkata",₹1.28 Cr ,"₹9,964 per sqft ",942 sqft,Ready to Move,2,9 out of 12,,,,2,Siom Mani Casa 2,,Resale
"3 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹96 Lac ,"₹6,962 per sqft ",1379 sqft,Ready to Move,2,17 out of 18,,,,2,Rajwada Royal Gardens,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹2.30 Cr ,"₹16,140 per sqft ",1425 sqft,Ready to Move,2,2 out of 5,Garden/Park,East,1 Covered,,Heritage Srijan Park,,Resale
"3 BHK Flat  for Sale in  Madhyamgram, Kolkata",₹45 Lac ,,1156 sqft,Ready to Move,2,2 out of 4,,South - East,,1,Spotlight Rainbow,,Resale
"3 BHK Flat  for Sale in  Gariahat, Kolkata",₹1.65 Cr ,"₹10,645 per sqft ",1000 sqft,Ready to Move,3,3 out of 4,,,,1,Darpan,,Resale
"3 BHK Flat  for Sale in  Belgachia, Kolkata",₹1.50 Cr ,"₹12,156 per sqft ",1234 sqft,Ready to Move,2,4 out of 14,,North,1 Covered,2,DC Paul Salboni,Freehold,Resale
"2 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹1.10 Cr ,"₹8,088 per sqft ",1360 sqft,Ready to Move,2,4 out of 5,,,,2,Merrill Residency,,Resale
"2 BHK Flat  for Sale in  Madhyamgram, Kolkata",₹33 Lac ,"₹3,385 per sqft ",975 sqft,Ready to Move,2,1 out of 3,,,,1,Mira Garden,,Resale
"2 BHK Flat  for Sale in  Block N New Alipore, Kolkata",₹1.25 Cr ,"₹12,376 per sqft ",687 sqft,Ready to Move,2,5 out of 11,,South,,1,Srijan Natura,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹50 Lac ,"₹5,051 per sqft ",990 sqft,Ready to Move,2,4 out of 5,,,,,IVY Greens,,Resale
"2 BHK Flat  for Sale in  Southern Bypass, Kolkata",₹43 Lac ,"₹3,909 per sqft ",800 sqft,Ready to Move,2,7 out of 14,,,,1,Siddha Suburbia,,Resale
4 BHK Flat  for Sale in   Kolkata,₹1.60 Cr ,"₹7,237 per sqft ",2211 sqft,Ready to Move,4,4 out of 5,Garden/Park,South,1 Covered,3,Vedic Sanjeeva Town,Freehold,Resale
"3 BHK Flat  for Sale in  Alipore, Kolkata",₹2 Cr ,"₹11,947 per sqft ",1674 sqft,Ready to Move,3,4 out of 10,Garden/Park,East,,1,Daffodil Divine Bliss,Freehold,Resale
"1 BHK Flat  for Sale in  Belghoria Expressway, Kolkata",₹46 Lac ,"₹7,667 per sqft ",600 sqft,Ready to Move,1,1 out of 6,,,,,Kendriya Vihar Phase 2,,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹65 Lac ,"₹7,174 per sqft ",906 sqft,Ready to Move,2,8 out of 15,,,,2,PS The 102,,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹65 Lac ,"₹8,065 per sqft ",806 sqft,Ready to Move,2,10 out of 18,,,,1,PS The 102,,Resale
"2 BHK Flat  for Sale in  Khardaha, Kolkata",₹45 Lac ,"₹4,967 per sqft ",906 sqft,Ready to Move,2,6 out of 8,,,,,Royal Residency,,Resale
"2 BHK Flat  for Sale in  Rajpur, Kolkata",₹60 Lac ,"₹6,696 per sqft ",896 sqft,Ready to Move,2,2 out of 5,,,,,Rupayan Su Casa Twins,,Resale
"3 BHK Flat  for Sale in  Howrah, Kolkata",₹1.35 Cr ,"₹10,181 per sqft ",1326 sqft,Ready to Move,2,16 out of 19,,,,1,Periwall Essense,Freehold,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹34 Lac ,,821 sqft,Ready to Move,2,4 out of 4,,South -West,,1,Dashdrone,Freehold,Resale
"2 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1.10 Cr ,"₹16,200 per sqft ",417 sqft,Ready to Move,1,9 out of 18,Main Road,East,,1,Bengal Peerless Avidipta Phase 2,,Resale
"3 BHK Flat  for Sale in  Sodepur, Kolkata",₹50 Lac ,"₹3,846 per sqft ",1300 sqft,Ready to Move,2,3 out of 4,,,,,KIC Neelkunj,,Resale
"2 BHK Flat  for Sale in  East Kolkata Township, Kolkata",₹1.14 Cr ,"₹10,097 per sqft ",1134 sqft,Ready to Move,2,5 out of 6,,,,1,Purba GD Block,,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹77 Lac ,"₹9,948 per sqft ",774 sqft,Ready to Move,2,10 out of 14,"Garden/Park, Main Road",South,,1,Green Heights II,,Resale
"5 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.50 Cr ,"₹4,872 per sqft ",3079 sqft,Ready to Move,5,1 out of 14,,,,,NBCC Vibgyor Towers,,Resale
"1 BHK Flat  for Sale in  Bhangar, Kolkata",₹12 Lac ,"₹2,667 per sqft ",450 sqft,Ready to Move,1,1 out of 5,,,,,Simoco Sanhita Housing Complex Commercial,,Resale
"5 BHK Flat  for Sale in  Action Area 1, Kolkata",₹1.85 Cr ,"₹6,008 per sqft ",3079 sqft,Ready to Move,5,5 out of 15,,,1 Covered,1,NBCC Vibgyor Towers,,Resale
"3 BHK Flat  for Sale in  Jessore Road, Kolkata",₹65 Lac ,"₹5,909 per sqft ",1100 sqft,Ready to Move,2,4 out of 4,,,,1,Srijan Midlands,,Resale
"2 BHK Flat  for Sale in  Howrah, Kolkata",₹80 Lac ,"₹6,656 per sqft ",1202 sqft,Ready to Move,2,7 out of 14,,,,,Madhusudhan Apartment,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹32 Lac ,"₹4,267 per sqft ",750 sqft,Ready to Move,2,11 out of 14,,,,,Hiland Greens,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹25 Lac ,"₹3,511 per sqft ",712 sqft,Ready to Move,2,12 out of 14,,,,,Hiland Greens,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1.86 Cr ,"₹10,973 per sqft ",1695 sqft,Ready to Move,2,3 out of 35,,,,2,Siddha Sky,,Resale
